species_indonesia,species_english,nama_latin,nama_daerah,kelompok,jenis_perairan,jenis_konsumsi,jenis_hias,jenis_dilindungi,prioritas,search_keywords,min_images
Kakap badur,yellowstreaked snapper; darktail snapper; maroon seaperch,Lutjanus lemniscatus,cablikan; jarang gigi; ine; kotoha,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus lemniscatus ; Lutjanus lemniscatus fish ; ikan Kakap badur ; yellowstreaked snapper; darktail snapper; maroon seaperch fish,100
Kakap badur,two spot snapper,Lutjanus biguttatus,bitte jateh,Kakap,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Lutjanus biguttatus ; Lutjanus biguttatus fish ; ikan Kakap badur ; two spot snapper fish,100
Kakap bakau,humpback red snapper,Lutjanus gibbus,canding; dapak; jinaha; condeng; daapa; tandok; tanduk; dayah meha; ginimas,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus gibbus ; Lutjanus gibbus fish ; ikan Kakap bakau ; humpback red snapper fish,100
Kakap balong,yellowdot sweetlip; lemonfish,Plectorhinchus flavomaculatus,kaci-kaci (jakarta); kakap balong; gerot-gerot,Kaci-kaci,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Plectorhinchus flavomaculatus ; Plectorhinchus flavomaculatus fish ; ikan Kakap balong ; yellowdot sweetlip; lemonfish fish,100
Kakap batu,triple tail,Lobotes surinamensis,kakap bate; kakap hitam,Kakap,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Lobotes surinamensis ; Lobotes surinamensis fish ; ikan Kakap batu ; triple tail fish,100
Kakap batu,finescale tigerfish,Datnioides microlepis,ringau; macan; ringau; siamese tiger fish; tiger fish; ungar,Ringau,TAWAR,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Datnioides microlepis ; Datnioides microlepis fish ; ikan Kakap batu ; finescale tigerfish fish,100
Kakap bluestripe,bluestripe snapper,Lutjanus kasmira,gorara tikus; kunyit; reumoeng; reumong; sala; sasageh,Kakap,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Lutjanus kasmira ; Lutjanus kasmira fish ; ikan Kakap bluestripe ; bluestripe snapper fish,100
Kakap bulat,sea chubs,Proteracanthus sarissophorus,kuku,Kakap,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Proteracanthus sarissophorus ; Proteracanthus sarissophorus fish ; ikan Kakap bulat ; sea chubs fish,100
Kakap china,chinamanfish,Symphorus nematophorus,markisa; tambak kuncir; tambak kuncir palsu,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Symphorus nematophorus ; Symphorus nematophorus fish ; ikan Kakap china ; chinamanfish fish,100
Kakap climbing,climbing perches,Anabas testudineus,puyu; betok papuyu,Betok,TAWAR,KONSUMSI,NON HIAS,TIDAK,HIGH,Anabas testudineus ; Anabas testudineus fish ; ikan Kakap climbing ; climbing perches fish,100
Kakap ekor kuning,spanish flag snapper,Lutjanus carponotatus,langsuroh alo; sala; kakap timun; kakap lando; ekor kuning,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus carponotatus ; Lutjanus carponotatus fish ; ikan Kakap ekor kuning ; spanish flag snapper fish,100
Kakap ekor kuning,indian snapper,Lutjanus madras,cawene,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus madras ; Lutjanus madras fish ; ikan Kakap ekor kuning ; indian snapper fish,100
Kakap ekor kuning,blackspot snapper; ehrenberg's snapper,Lutjanus ehrenbergii,baba banku; tumolla; kakap; ekor kuning,Kakap,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus ehrenbergii ; Lutjanus ehrenbergii fish ; ikan Kakap ekor kuning ; blackspot snapper; ehrenberg's snapper fish,100
Kakap gajah,emperor red snapper,Lutjanus sebae,kakap bangkok; kakap sawu; bambangan; jenehak; maya-maya,Kakap,"LAUT, PAYAU",KONSUMSI,HIAS,TIDAK,HIGH,Lutjanus sebae ; Lutjanus sebae fish ; ikan Kakap gajah ; emperor red snapper fish,100
Kakap hitam,black and white snapper,Macolor niger,bekuku; kompele terbang; kakap balong,Kakap,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Macolor niger ; Macolor niger fish ; ikan Kakap hitam ; black and white snapper fish,100
Kakap hitam papua,papuan black snapper,Lutjanus goldiei,tembaring,Kakap,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus goldiei ; Lutjanus goldiei fish ; ikan Kakap hitam papua ; papuan black snapper fish,100
Kakap ilak,topsail chub; blue sea chub,Kyphosus cinerascens,elak; grandang,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Kyphosus cinerascens ; Kyphosus cinerascens fish ; ikan Kakap ilak ; topsail chub; blue sea chub fish,100
Kakap ilak,brassy chub; lowfin chub,Kyphosus vaigiensis,kakap lodi; elak; grandang,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Kyphosus vaigiensis ; Kyphosus vaigiensis fish ; ikan Kakap ilak ; brassy chub; lowfin chub fish,100
Kakap indian,indian snapper,Lutjanus madras,cawene,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus madras ; Lutjanus madras fish ; ikan Kakap indian ; indian snapper fish,100
Kakap jarang gigi,yellowstreaked snapper; darktail snapper; maroon seaperch,Lutjanus lemniscatus,cablikan; jarang gigi; ine; kotoha,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus lemniscatus ; Lutjanus lemniscatus fish ; ikan Kakap jarang gigi ; yellowstreaked snapper; darktail snapper; maroon seaperch fish,100
Kakap jenaha,john's snapper,Lutjanus johnii,baga; cabeh watu; kumbah buha; petehan; kakap unggar,Kakap,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus johnii ; Lutjanus johnii fish ; ikan Kakap jenaha ; john's snapper fish,100
Kakap kuning hindia,bengal snapper,Lutjanus bengalensis,kunyit; tanda,Kakap,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Lutjanus bengalensis ; Lutjanus bengalensis fish ; ikan Kakap kuning hindia ; bengal snapper fish,100
Kakap lane,lane snapper,Lutjanus synagris,,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus synagris ; Lutjanus synagris fish ; ikan Kakap lane ; lane snapper fish,100
Kakap laut merah,spinyfin anthia,Giganthias serratospinosus,,Kakap,"LAUT, PAYAU",KONSUMSI,HIAS,TIDAK,HIGH,Giganthias serratospinosus ; Giganthias serratospinosus fish ; ikan Kakap laut merah ; spinyfin anthia fish,100
Kakap layar,sailfin snapper,Symphorichthys spilurus,tambak kuncir,Kakap,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Symphorichthys spilurus ; Symphorichthys spilurus fish ; ikan Kakap layar ; sailfin snapper fish,100
Kakap lodi,topsail chub; blue sea chub,Kyphosus cinerascens,elak; grandang,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Kyphosus cinerascens ; Kyphosus cinerascens fish ; ikan Kakap lodi ; topsail chub; blue sea chub fish,100
Kakap lodi,brassy chub; lowfin chub,Kyphosus vaigiensis,kakap lodi; elak; grandang,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Kyphosus vaigiensis ; Kyphosus vaigiensis fish ; ikan Kakap lodi ; brassy chub; lowfin chub fish,100
Kakap mailah/ketambak,bohar snapper,Lutjanus bohar,ahaang; jareung gigo; kotoha; maya-maya; dapak; kakap batu; jarang gigi; kantoan,Kakap,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus bohar ; Lutjanus bohar fish ; ikan Kakap mailah/ketambak ; bohar snapper fish,100
Kakap malam,midnight snapper,Macolor macularis,teletabis; kumpele terbang asli; sulai asau; tonalu,Kakap,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Macolor macularis ; Macolor macularis fish ; ikan Kakap malam ; midnight snapper fish,100
Kakap maori,blubberlip snapper; speckled snapper; maori snapper,Lutjanus rivulatus,kampuh; kampo; jenaha konai; baga sangai,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus rivulatus ; Lutjanus rivulatus fish ; ikan Kakap maori ; blubberlip snapper; speckled snapper; maori snapper fish,100
Kakap mata kucing,waigieu seaperch,Psammoperca waigiensis civler,,Kakap,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Psammoperca waigiensis civler ; Psammoperca waigiensis civler fish ; ikan Kakap mata kucing ; waigieu seaperch fish,100
Kakap merah,flame snapper,Etelis coruscans,ekor panjang; rahiang,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Etelis coruscans ; Etelis coruscans fish ; ikan Kakap merah ; flame snapper fish,100
Kakap merah,humphead snapper,Lutjanus sanguineus,bambangan; bombangan; darongan; kelelet; lasak; pasopah; sarongan; sepah; tambak merah; tambangan; tasopah; tembola,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus sanguineus ; Lutjanus sanguineus fish ; ikan Kakap merah ; humphead snapper fish,100
Kakap merah,timor snapper,Lutjanus timoriensis,bambangan,Kakap,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus timoriensis ; Lutjanus timoriensis fish ; ikan Kakap merah ; timor snapper fish,100
Kakap merah bakau,mangrove red snapper,Lutjanus argentimaculatus,bambangan; bale tenga; bale tjela; ganggrang eca; ganrang eca; jarang gigi; manggar,Kakap,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus argentimaculatus ; Lutjanus argentimaculatus fish ; ikan Kakap merah bakau ; mangrove red snapper fish,100
Kakap merah pasifik,pacific red snapper,Lutjanus peru,,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus peru ; Lutjanus peru fish ; ikan Kakap merah pasifik ; pacific red snapper fish,100
Kakap merah utara,northern red snapper,Lutjanus campechanus,,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus campechanus ; Lutjanus campechanus fish ; ikan Kakap merah utara ; northern red snapper fish,100
Kakap merah/kakap bongkok,indonesian snapper,Lutjanus bitaeniatus,anggoli; bagong; bambangan; gajah; ganggrang eca; jambian; jarang gigi; kakap pasifik; pasir-pasir; sawu; snapper bungkuk,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus bitaeniatus ; Lutjanus bitaeniatus fish ; ikan Kakap merah/kakap bongkok ; indonesian snapper fish,100
Kakap moluccan,moluccan snapper,Lutjanus boutton,bambangan,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus boutton ; Lutjanus boutton fish ; ikan Kakap moluccan ; moluccan snapper fish,100
Kakap papua,papuan snapper,Lutjanus papuensis,,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus papuensis ; Lutjanus papuensis fish ; ikan Kakap papua ; papuan snapper fish,100
Kakap putih,barramundi,Lates calcarifer,kakap sejati,Kakap,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Lates calcarifer ; Lates calcarifer fish ; ikan Kakap putih ; barramundi fish,100
Kakap putih,waigieu seaperch; sand bass,Psammoperca waigiensis,ringan; mata ulo,Kakap,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Psammoperca waigiensis ; Psammoperca waigiensis fish ; ikan Kakap putih ; waigieu seaperch; sand bass fish,100
Kakap putih japanese,japanese seabass; japanese seaperch,Lateolabrax japonicus,,Kakap,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Lateolabrax japonicus ; Lateolabrax japonicus fish ; ikan Kakap putih japanese ; japanese seabass; japanese seaperch fish,100
Kakap ruby,ruby snapper,Etelis carbunculus,kakap pasifik; merah; bagong; saramia; langkuabo mira; lompa-lompa,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Etelis carbunculus ; Etelis carbunculus fish ; ikan Kakap ruby ; ruby snapper fish,100
Kakap sunrise perch,sunrise perch,Caprodon schlegelii,rainbow asli,Kakap,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Caprodon schlegelii ; Caprodon schlegelii fish ; ikan Kakap sunrise perch ; sunrise perch fish,100
Kakap tambak,blacktail snapper,Lutjanus fulvus,badur; tambak; sala wau; sumpehlea,Kakap,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus fulvus ; Lutjanus fulvus fish ; ikan Kakap tambak ; blacktail snapper fish,100
Kakap timor,timor snapper,Lutjanus timoriensis,bambangan,Kakap,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus timoriensis ; Lutjanus timoriensis fish ; ikan Kakap timor ; timor snapper fish,100
Kakap tompel,onespot snapper,Lutjanus monostigma,baba; kotoha; roraga; dulit areng (lamongan),Kakap,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Lutjanus monostigma ; Lutjanus monostigma fish ; ikan Kakap tompel ; onespot snapper fish,100
Kakap yellowback,yellowback basslet,Liopropoma dorsoluteum,betok laut kuning,Kakap,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Liopropoma dorsoluteum ; Liopropoma dorsoluteum fish ; ikan Kakap yellowback ; yellowback basslet fish,100
Kakatua,stareye parrot; stareye parrotfish; christmas parrotfish; carolines parrotfish; bucktooth parrotfish; bucktooth parrot fish; bucktooth,Calotomus carolinus,anglu; kleng; angke; lembain,Kakatua,LAUT,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Calotomus carolinus ; Calotomus carolinus fish ; ikan Kakatua ; stareye parrot; stareye parrotfish; christmas parrotfish; carolines parrotfish; bucktooth parrotfish; bucktooth parrot fish; bucktooth fish,100
Kembung,island mackerel,Rastrelliger faughni,,Kembung,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Rastrelliger faughni ; Rastrelliger faughni fish ; ikan Kembung ; island mackerel fish,100
Kembung lelaki,indian mackerel,Rastrelliger kanagurta,banjar,Kembung,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Rastrelliger kanagurta ; Rastrelliger kanagurta fish ; ikan Kembung lelaki ; indian mackerel fish,100
Kembung perempuan,short mackerel,Rastrelliger brachysoma,au-au; kembung satai; kembung perempuan; rumah-rumah,Kembung,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Rastrelliger brachysoma ; Rastrelliger brachysoma fish ; ikan Kembung perempuan ; short mackerel fish,100
Keong mas,channeled applesnail,Pomacea canaliculata,,Siput,"LAUT, PAYAU, TAWAR",KONSUMSI,HIAS,TIDAK,HIGH,Pomacea canaliculata ; Pomacea canaliculata fish ; ikan Keong mas ; channeled applesnail fish,100
Kerang,manila clam,Ruditapes philippinarum,,Kerang,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Ruditapes philippinarum ; Ruditapes philippinarum fish ; ikan Kerang ; manila clam fish,100
Kerang,manila clam,Tapes philippinarum,,Kerang,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Tapes philippinarum ; Tapes philippinarum fish ; ikan Kerang ; manila clam fish,100
Kerapu,sidespotted perchlet; serranid perchlet,Chelidoperca pleurospilus,unknown,Kerapu,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Chelidoperca pleurospilus ; Chelidoperca pleurospilus fish ; ikan Kerapu ; sidespotted perchlet; serranid perchlet fish,100
Kerapu,stocky hawkfish,Cirrhitus pinnulatus,kerapu,Kerapu,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Cirrhitus pinnulatus ; Cirrhitus pinnulatus fish ; ikan Kerapu ; stocky hawkfish fish,100
Kerapu anten,redbarred perchlet,Plectranthias retrofasciatus,kerapu asli; kerapu anten,Kerapu,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Plectranthias retrofasciatus ; Plectranthias retrofasciatus fish ; ikan Kerapu anten ; redbarred perchlet fish,100
Kerapu api,garish grouper,Cephalopholis igarashiensis,keyapu; kerapu api,Kerapu,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Cephalopholis igarashiensis ; Cephalopholis igarashiensis fish ; ikan Kerapu api ; garish grouper fish,100
Kerapu arc-eye,arc-eye hawkfish,Paracirrhites arcatus,rainbow strip,Kerapu,LAUT,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Paracirrhites arcatus ; Paracirrhites arcatus fish ; ikan Kerapu arc-eye ; arc-eye hawkfish fish,100
Kerapu asli,redbarred perchlet,Plectranthias retrofasciatus,kerapu asli; kerapu anten,Kerapu,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Plectranthias retrofasciatus ; Plectranthias retrofasciatus fish ; ikan Kerapu asli ; redbarred perchlet fish,100
Kerapu asli,red-spotted rock-cod; red-spotted rockcod; tawny grouper; leopard rockcod; leopard hind; leopard cod; leopard grouper,Cephalopholis leopardus,keyapu,Kerapu,"LAUT, PAYAU",KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Cephalopholis leopardus ; Cephalopholis leopardus fish ; ikan Kerapu asli ; red-spotted rock-cod; red-spotted rockcod; tawny grouper; leopard rockcod; leopard hind; leopard cod; leopard grouper fish,100
Kerapu baldchin,baldchin grouper,Choerodon rubescens,lalamong; lamu-lamu wungo,Kerapu,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Choerodon rubescens ; Choerodon rubescens fish ; ikan Kerapu baldchin ; baldchin grouper fish,100
Kerapu balong,wire-netting cod; wirenetting cod; dwarf-spotted rockcod; dwarf spotted grouper; honeycomb grouper; honeycomb sea bass; honeycombe grouper; honeycomb rockcod; honeycomb cod; honeycomb rock-codÂ,Epinephelus merra,entai; geurape musang; kerapu; kerapu musang; kerapu karet,Kerapu,LAUT,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Epinephelus merra ; Epinephelus merra fish ; ikan Kerapu balong ; wire-netting cod; wirenetting cod; dwarf-spotted rockcod; dwarf spotted grouper; honeycomb grouper; honeycomb sea bass; honeycombe grouper; honeycomb rockcod; honeycomb cod; honeycomb rock-codÂ fish,100
Kerapu balong,duskytail grouper; bleekeri's grouper; bleeker's grouperÂ,Epinephelus bleekeri,kerapu; babunjai; banunyai; kerapo-tutol; kerapu bintik,Kerapu,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Epinephelus bleekeri ; Epinephelus bleekeri fish ; ikan Kerapu balong ; duskytail grouper; bleekeri's grouper; bleeker's grouperÂ fish,100
Kerapu balong,spottedback grouper; broken-line grouper; brown rockcod; black-spotted grouper; black-spotted rockcod; dotted grouperÂ,Epinephelus epistictus,garopa; kerapu pulut,Kerapu,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Epinephelus epistictus ; Epinephelus epistictus fish ; ikan Kerapu balong ; spottedback grouper; broken-line grouper; brown rockcod; black-spotted grouper; black-spotted rockcod; dotted grouperÂ fish,100
Kerapu barong putih,sixbar grouper,Epinephelus sexfasciatus,barong putih; sunu; brong putih; mosso garasang; balang,Kerapu,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Epinephelus sexfasciatus ; Epinephelus sexfasciatus fish ; ikan Kerapu barong putih ; sixbar grouper fish,100
Kerapu batik,camouflage grouper,Epinephelus polyphekadion,kiapu ngaluhu; kiapu tiger; okke,Kerapu,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Epinephelus polyphekadion ; Epinephelus polyphekadion fish ; ikan Kerapu batik ; camouflage grouper fish,100
Kerapu batik,nassau grouper,Epinephelus striatus,kerapu cepe,Kerapu,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Epinephelus striatus ; Epinephelus striatus fish ; ikan Kerapu batik ; nassau grouper fish,100
Kerapu batu,rusty hind; rusty grouper,Cephalopholis aitha,kerapu watu; lodi; kerapu mira,Kerapu,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Cephalopholis aitha ; Cephalopholis aitha fish ; ikan Kerapu batu ; rusty hind; rusty grouper fish,100
Kerapu batu,overcast grouper; chocolate hind; chocolate grouper;  brown-barred rockcod; brownbarred rockcod; brownbarred grouper; charcoal grouper; brown coral cod; brown coral-codÂ,Cephalopholis boenak,keyapu; bandih; krapu batu; gerape bani abe; kerapu kerti (lamongan),Kerapu,LAUT,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Cephalopholis boenak ; Cephalopholis boenak fish ; ikan Kerapu batu ; overcast grouper; chocolate hind; chocolate grouper;  brown-barred rockcod; brownbarred rockcod; brownbarred grouper; charcoal grouper; brown coral cod; brown coral-codÂ fish,100
Kerapu bebek,summan grouper,Epinephelus summana,balong,Kerapu,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Epinephelus summana ; Epinephelus summana fish ; ikan Kerapu bebek ; summan grouper fish,100
Kerapu bebek,panther grouper; pantherfish; red fish; polka-dot grouper; polkadot grouper; barramundi cod; baramundi cod; barrimundi cod; hump-back rock-cod; flatfish grouper; highfinned grouper; humpback rockcod; humpback grouperÂ,Cromileptes altivelis,keyapu; barramundi; kiapu kamudi; kiapu tikus; kko; okke beka;,Kerapu,"LAUT, PAYAU",KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Cromileptes altivelis ; Cromileptes altivelis fish ; ikan Kerapu bebek ; panther grouper; pantherfish; red fish; polka-dot grouper; polkadot grouper; barramundi cod; baramundi cod; barrimundi cod; hump-back rock-cod; flatfish grouper; highfinned grouper; humpback rockcod; humpback grouperÂ fish,100
Kerapu belosoh,coral grouper; coral rockcod; coral rock-codÂ,Epinephelus corallicola,kerapu belosoh; kerapu macan,Kerapu,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Epinephelus corallicola ; Epinephelus corallicola fish ; ikan Kerapu belosoh ; coral grouper; coral rockcod; coral rock-codÂ fish,100
Kerapu bintik biru,bluespotted hind; bluespotted grouper; bluespotted rockcod,Cephalopholis cyanostigma,kiapu mira binti; okke; kiyapu; kerapu karang,Kerapu,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Cephalopholis cyanostigma ; Cephalopholis cyanostigma fish ; ikan Kerapu bintik biru ; bluespotted hind; bluespotted grouper; bluespotted rockcod fish,100
Kerapu bintik putih,ocellated rock-cod; snowy grouper; rock cod; whitespotted grouper; white-spotted rockcod; white-spotted grouper; whitespotted rockcod; garrupa,Epinephelus coeruleopunctatus,baraka; bulang; geurape karet; kiapu buntar tikolo; okke tulareke,Kerapu,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Epinephelus coeruleopunctatus ; Epinephelus coeruleopunctatus fish ; ikan Kerapu bintik putih ; ocellated rock-cod; snowy grouper; rock cod; whitespotted grouper; white-spotted rockcod; white-spotted grouper; whitespotted rockcod; garrupa fish,100
Kerapu biru,eastern blue groper,Achoerodus viridis,kerapu biru,Kerapu,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Achoerodus viridis ; Achoerodus viridis fish ; ikan Kerapu biru ; eastern blue groper fish,100
Kerapu blackside,freckled hawkfish; blackside hawkfish blackside hawkfish,Paracirrhites forsteri,belama karang,Kerapu,LAUT,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Paracirrhites forsteri ; Paracirrhites forsteri fish ; ikan Kerapu blackside ; freckled hawkfish; blackside hawkfish blackside hawkfish fish,100
Kerapu brinchek hitam,peacock grouper,Cephalopholis argus,kerapu karet; kerapu karang; keyapu; geurape brinchek itam; kerapu biasa totol biru; balufana; baraka; kiapu loong; okke dalika,Kerapu,LAUT,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Cephalopholis argus ; Cephalopholis argus fish ; ikan Kerapu brinchek hitam ; peacock grouper fish,100
Kerapu buaya,arrow-headed soapfish; chabanaud's soapfish; arrowhead soapfishÂ,Belonoperca chabanaudi,kerapu totol hitam,Kerapu,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Belonoperca chabanaudi ; Belonoperca chabanaudi fish ; ikan Kerapu buaya ; arrow-headed soapfish; chabanaud's soapfish; arrowhead soapfishÂ fish,100
Kerapu bulan,coronation grouper; yellow-edged lyretail,Variola louti,kerapu; geurape cabeung; kerapu merah putih; gerape cabeng; kerapu nenas; sunu; taringang,Kerapu,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Variola louti ; Variola louti fish ; ikan Kerapu bulan ; coronation grouper; yellow-edged lyretail fish,100
